"digit","M_connections","Time","Accuracy.FF","Accuracy.baseline","release.probability"
9,5,50,92,89.91,1
5,5,80,92.25,91.08,1
2,5,20,91.6,89.68,1
5,5,10,91.2,91.08,1
4,5,80,91.52,90.18,1
5,5,100,91.56,91.08,1
4,5,30,93.18,90.18,1
5,5,40,92.61,91.08,1
7,5,40,94.76,89.72,1
7,5,80,93.97,89.72,1
7,5,30,89.86,89.72,0.5
0,5,40,93.4,90.2,1
1,5,50,89.8766666666667,88.65,0.5
2,5,30,91.5833333333333,89.68,0.5
9,5,40,92.25,89.91,1
0,5,80,91.51,90.2,1
6,5,30,94.81,90.42,1
5,5,40,91.52,91.08,0.5
2,5,10,94.13,89.68,1
7,5,40,95.07,89.72,1
7,5,20,94.56,89.72,1
3,5,30,92.4266666666667,89.9,0.5
4,5,30,90.91,90.18,0.5
0,5,40,93.83,90.2,1
2,5,30,90.82,89.68,1
4,5,10,92.2,90.18,1
5,5,10,91.41,91.08,1
3,5,60,93.8,89.9,1
4,5,50,91.3,90.18,0.5
6,5,30,94.36,90.42,1
2,5,20,93.57,89.68,0.5
3,5,20,92.62,89.9,1
3,5,20,90.36,89.9,1
3,5,30,92.2366666666667,89.9,0.5
3,5,20,91.8366666666667,89.9,0.5
7,5,10,93.35,89.72,1
6,5,40,95.25,90.42,1
4,5,40,92.6,90.18,1
9,5,20,91.41,89.91,1
4,5,40,93.08,90.18,1
3,5,50,94.05,89.9,1
9,5,40,91.83,89.91,1
7,5,30,94.1633333333333,89.72,0.5
0,5,60,92.33,90.2,1
6,5,80,93.21,90.42,1
3,5,10,90.15,89.9,1
7,5,20,93.28,89.72,1
3,5,40,93.46,89.9,1
4,5,40,93.12,90.18,1
9,5,40,91.75,89.91,1
4,5,20,90.4333333333333,90.18,0.5
2,5,20,93.4966666666667,89.68,0.5
9,5,40,92.2,89.91,1
5,5,40,92.43,91.08,1
9,5,80,91.81,89.91,1
0,5,80,91.45,90.2,1
8,5,100,90.48,90.26,1
0,5,40,93.55,90.2,1
4,5,100,91.24,90.18,1
9,5,60,92.53,89.91,1
7,5,20,90.1,89.72,1
8,5,50,90.94,90.26,1
1,5,40,92.17,88.65,1
2,5,20,92.4566666666667,89.68,0.5
2,5,10,92.8433333333333,89.68,0.5
2,5,10,92.9933333333333,89.68,0.5
7,5,40,95.4,89.72,1
7,5,20,94.64,89.72,1
4,5,50,92.28,90.18,1
2,5,10,94.21,89.68,1
4,5,10,92.68,90.18,1
8,5,80,90.93,90.26,1
4,5,20,91.2666666666667,90.18,0.5
9,5,60,92.11,89.91,1
8,5,80,90.89,90.26,1
2,5,20,93.33,89.68,0.5
8,5,100,90.46,90.26,1
0,5,40,92.77,90.2,1
0,5,80,91.78,90.2,1
4,5,20,90.2166666666667,90.18,0.5
1,5,20,89.95,88.65,1
3,5,30,93.14,89.9,1
1,5,60,94.03,88.65,1
3,5,40,93.83,89.9,1
3,5,30,92.5766666666667,89.9,0.5
2,5,10,90.1,89.68,1
1,5,30,90.33,88.65,1
4,5,60,91.64,90.18,1
1,5,80,93.94,88.65,1
8,5,40,91.28,90.26,1
7,5,60,94.35,89.72,1
0,5,100,91.41,90.2,1
8,5,100,90.4,90.26,1
7,5,10,91.44,89.72,0.5
7,5,20,94.76,89.72,1
1,5,50,94.06,88.65,1
3,5,10,92.34,89.9,1
3,5,10,91.0833333333333,89.9,0.5
8,5,40,91.07,90.26,1
2,5,20,94.09,89.68,1
5,5,100,91.99,91.08,1
2,5,30,93.8466666666667,89.68,0.5
1,5,20,89.7,88.65,1
3,5,40,93.53,89.9,1
9,5,20,90.89,89.91,1
4,5,60,91.58,90.18,1
6,5,20,94.56,90.42,1
6,5,100,92.64,90.42,1
3,5,30,90.11,89.9,0.5
3,5,60,93.64,89.9,1
8,5,20,90.76,90.26,1
9,5,80,90.32,89.91,0.75
1,5,40,90.91,88.65,1
6,5,80,93.31,90.42,1
6,5,30,94.51,90.42,1
4,5,30,90.5466666666667,90.18,0.5
4,5,20,92.0366666666667,90.18,0.5
5,5,20,91.65,91.08,1
4,5,10,90.95,90.18,0.5
3,5,20,91.8066666666667,89.9,0.5
8,5,80,90.86,90.26,1
4,5,10,91.66,90.18,1
6,5,50,95.29,90.42,1
3,5,80,93.49,89.9,1
3,5,20,90.0833333333333,89.9,0.5
2,5,10,91.23,89.68,1
7,5,30,90.1833333333333,89.72,0.5
3,5,10,90.6033333333333,89.9,0.5
3,5,10,92.21,89.9,1
7,5,100,93.41,89.72,1
3,5,10,91.64,89.9,1
7,5,50,95.33,89.72,1
0,5,20,92.38,90.2,1
2,5,10,89.96,89.68,1
1,5,100,92.63,88.65,1
0,5,60,92.29,90.2,1
5,5,100,91.92,91.08,1
6,5,10,93.01,90.42,1
5,5,30,92.01,91.08,1
3,5,30,93.15,89.9,1
4,5,20,92.26,90.18,1
4,5,20,93,90.18,1
2,5,30,94.99,89.68,1
7,5,40,94.77,89.72,1
3,5,40,93.77,89.9,1
2,5,20,93.05,89.68,1
5,5,10,91.49,91.08,1
4,5,20,90.51,90.18,1
3,5,30,92.39,89.9,0.5
2,5,30,94.83,89.68,1
0,5,20,92.86,90.2,1
0,5,80,91.35,90.2,1
2,5,100,92.16,89.68,1
2,5,30,94.4,89.68,1
4,5,10,91.2133333333333,90.18,0.5
4,5,30,90.18,90.18,1
3,5,20,92.62,89.9,1
4,5,100,90.76,90.18,1
2,5,10,90.7066666666667,89.68,0.5
3,5,60,93.9,89.9,1
2,5,100,91.86,89.68,1
4,5,50,92.88,90.18,1
5,5,80,92.22,91.08,1
3,5,20,90.3533333333333,89.9,0.5
4,5,20,90.4666666666667,90.18,0.5
2,5,100,91.47,89.68,1
0,5,20,91.74,90.2,1
5,5,100,91.63,91.08,1
7,5,10,92.87,89.72,1
2,5,80,92.73,89.68,1
3,5,100,92.98,89.9,1
3,5,10,91.1533333333333,89.9,0.5
2,5,20,92.3366666666667,89.68,0.5
2,5,10,90.79,89.68,1
7,5,10,90.28,89.72,1
2,5,40,94.45,89.68,1
2,5,30,94,89.68,1
7,5,30,91.16,89.72,1
9,5,40,92.59,89.91,1
3,5,100,92.92,89.9,1
7,5,10,93.22,89.72,1
5,5,40,92.59,91.08,1
7,5,30,90.0933333333333,89.72,0.5
3,5,40,93.27,89.9,1
2,5,100,91.57,89.68,1
9,5,60,92.18,89.91,1
5,5,40,92.31,91.08,1
8,5,100,90.49,90.26,1
4,5,30,91.82,90.18,1
3,5,30,92.1,89.9,0.5
0,5,60,92.62,90.2,1
3,5,20,91.08,89.9,0.5
8,5,20,90.53,90.26,1
7,5,20,92.4,89.72,0.5
9,5,40,91.93,89.91,1
3,5,20,92.66,89.9,1
5,5,80,92.34,91.08,1
7,5,100,93.01,89.72,1
9,5,30,91.08,89.91,1
2,5,20,91.2533333333333,89.68,0.5
6,5,100,93.14,90.42,1
7,5,40,95.46,89.72,1
1,5,20,89.5,88.65,1
6,5,50,95.34,90.42,1
5,5,40,92.46,91.08,1
3,5,20,90.8333333333333,89.9,0.5
6,5,40,95.16,90.42,1
6,5,60,94.53,90.42,1
9,5,50,92.66,89.91,1
3,5,20,92.27,89.9,1
4,5,30,90.18,90.18,0.5
6,5,40,95.04,90.42,1
5,5,60,92.62,91.08,1
8,5,100,90.59,90.26,1
7,5,80,94.45,89.72,1
4,5,10,92.07,90.18,1
5,5,80,92.31,91.08,1
5,5,100,92,91.08,1
3,5,20,90.06,89.9,0.5
8,5,40,91.02,90.26,1
4,5,30,92.6,90.18,1
4,5,30,91.68,90.18,0.5
4,5,30,92.94,90.18,1
5,5,30,91.93,91.08,1
7,5,10,93.29,89.72,1
2,5,20,91.72,89.68,0.5
5,5,30,91.89,91.08,1
8,5,20,90.75,90.26,1
9,5,30,91.91,89.91,1
2,5,10,93.95,89.68,1
7,5,20,93.61,89.72,0.5
9,5,80,92.03,89.91,1
0,5,10,91.77,90.2,1
3,5,10,90.08,89.9,0.5
4,5,30,90.18,90.18,1
3,5,10,91.8,89.9,1
2,5,30,94.0466666666667,89.68,0.5
3,5,50,93.7,89.9,1
6,5,20,94.39,90.42,1
8,5,100,90.7,90.26,1
4,5,30,90.2066666666667,90.18,0.5
4,5,80,90.95,90.18,1
4,5,20,93.27,90.18,1
3,5,40,93.56,89.9,1
6,5,20,93.59,90.42,1
2,5,30,91.12,89.68,1
3,5,50,93.79,89.9,1
7,5,100,93.56,89.72,1
2,5,20,93.6533333333333,89.68,0.5
7,5,30,95.31,89.72,1
7,5,40,95.24,89.72,1
3,5,100,92.5,89.9,1
4,5,10,91.3933333333333,90.18,0.5
7,5,10,94.1,89.72,1
1,5,20,90.01,88.65,1
0,5,100,91.35,90.2,1
2,5,20,95,89.68,1
5,5,20,91.54,91.08,1
7,5,40,94.72,89.72,1
4,5,20,90.33,90.18,0.5
2,5,20,92.6533333333333,89.68,0.5
3,5,50,93.45,89.9,1
3,5,40,93.76,89.9,1
6,5,10,92.91,90.42,1
2,5,20,89.9733333333333,89.68,0.5
6,5,10,93.25,90.42,1
9,5,50,92.57,89.91,1
3,5,100,92.33,89.9,1
3,5,20,90.21,89.9,1
4,5,30,92.57,90.18,1
7,5,20,93.48,89.72,0.5
3,5,20,90.19,89.9,0.5
7,5,20,90.01,89.72,0.5
1,5,40,90.76,88.65,1
3,5,10,92.39,89.9,1
8,5,20,90.98,90.26,1
7,5,20,91.48,89.72,1
7,5,100,93.34,89.72,1
2,5,20,93.5966666666667,89.68,0.5
7,5,30,90.75,89.72,1
6,5,20,93.81,90.42,1
3,5,20,90.2666666666667,89.9,0.5
7,5,20,94.13,89.72,1
3,5,40,93.76,89.9,1
4,5,20,92.42,90.18,1
4,5,30,91.2366666666667,90.18,0.5
4,5,30,90.18,90.18,1
3,5,20,90.4433333333333,89.9,0.5
0,5,30,92.67,90.2,1
4,5,20,90.3033333333333,90.18,0.5
3,5,50,93.49,89.9,1
4,5,10,90.18,90.18,1
3,5,30,90.4266666666667,89.9,0.5
8,5,50,91.06,90.26,1
3,5,40,93.22,89.9,1
3,5,30,89.91,89.9,1
9,5,20,91,89.91,1
5,5,50,93.07,91.08,1
9,5,10,90.31,89.91,1
3,5,20,89.93,89.9,1
3,5,40,93.48,89.9,1
4,5,40,92.34,90.18,1
5,5,40,92.93,91.08,1
3,5,60,93.22,89.9,1
4,5,20,93.23,90.18,1
7,5,60,95.12,89.72,1
0,5,20,91.85,90.2,1
7,5,40,94.92,89.72,1
6,5,100,92.26,90.42,1
0,5,100,91.39,90.2,1
2,5,10,91.5033333333333,89.68,0.5
5,5,60,92.68,91.08,1
3,5,10,90.9533333333333,89.9,0.5
0,5,60,92.37,90.2,1
3,5,10,92.35,89.9,1
2,5,80,92.66,89.68,1
5,5,50,92.46,91.08,1
1,5,80,93.53,88.65,1
2,5,20,91.6433333333333,89.68,0.5
2,5,10,91.59,89.68,1
2,5,20,93.06,89.68,1
3,5,20,91.24,89.9,1
1,5,30,91.45,88.65,1
7,5,40,95.03,89.72,1
4,5,10,92.82,90.18,1
0,5,30,92.75,90.2,1
2,5,30,90.9533333333333,89.68,0.5
3,5,40,93.5,89.9,1
0,5,40,92.75,90.2,1
9,5,40,89.96,89.91,1
0,5,80,91.89,90.2,1
4,5,30,92.39,90.18,1
7,5,20,93.27,89.72,0.5
3,5,50,93.57,89.9,1
1,5,40,92.76,88.65,1
9,5,50,92.13,89.91,1
9,5,80,92,89.91,1
4,5,10,91.0866666666667,90.18,0.5
7,5,20,93.2933333333333,89.72,0.5
3,5,10,91.7,89.9,1
3,5,30,92.11,89.9,1
2,5,40,95.35,89.68,1
4,5,10,91.1266666666667,90.18,0.5
6,5,60,94.33,90.42,1
2,5,30,94.08,89.68,0.5
1,5,30,88.65,88.65,1
7,5,30,91.9066666666667,89.72,0.5
7,5,80,94.09,89.72,1
7,5,20,93.0033333333333,89.72,0.5
2,5,30,94.94,89.68,1
2,5,10,91.38,89.68,1
6,5,10,92.73,90.42,1
1,5,40,91.92,88.65,1
4,5,40,92.88,90.18,1
8,5,20,90.7,90.26,1
3,5,30,93.23,89.9,1
0,5,100,91.12,90.2,1
6,5,100,93.02,90.42,1
2,5,20,92.33,89.68,0.5
3,5,40,93.16,89.9,1
4,5,20,90.73,90.18,1
2,5,30,94.02,89.68,0.5
2,5,30,91.87,89.68,0.5
6,5,20,93.58,90.42,1
2,5,30,95.06,89.68,1
3,5,40,93.45,89.9,1
4,5,20,92.09,90.18,1
9,5,40,92.08,89.91,1
5,5,40,92.5,91.08,1
5,5,50,92.57,91.08,1
1,5,30,90.2966666666667,88.65,0.75
2,5,40,95.31,89.68,1
9,5,50,91.88,89.91,1
5,5,100,91.59,91.08,1
4,5,100,90.78,90.18,1
3,5,30,89.9,89.9,1
3,5,10,91.1966666666667,89.9,0.5
7,5,60,94.56,89.72,1
4,5,20,92.9,90.18,1
8,5,20,90.9,90.26,1
6,5,20,93.71,90.42,1
5,5,80,92.11,91.08,1
2,5,50,94.76,89.68,1
2,5,60,94.46,89.68,1
7,5,30,94.61,89.72,1
4,5,10,90.6366666666667,90.18,0.5
3,5,20,90.19,89.9,1
6,5,100,92.53,90.42,1
2,5,20,93.38,89.68,1
4,5,30,90.3,90.18,1
3,5,10,91.4233333333333,89.9,0.5
4,5,40,92.24,90.18,1
2,5,10,92.92,89.68,1
7,5,40,95.14,89.72,1
3,5,20,93.27,89.9,1
3,5,100,92.48,89.9,1
0,5,10,91.49,90.2,1
8,5,20,90.47,90.26,1
8,5,40,91.23,90.26,1
8,5,40,90.66,90.26,1
1,5,100,92.36,88.65,1
0,5,60,92.24,90.2,1
8,5,30,91.07,90.26,1
4,5,20,92.69,90.18,1
3,5,20,92.15,89.9,1
4,5,30,91.01,90.18,1
2,5,30,91.67,89.68,1
0,5,100,91.26,90.2,1
7,5,50,95.21,89.72,1
3,5,50,94.04,89.9,1
3,5,30,89.92,89.9,1
2,5,30,89.72,89.68,1
3,5,10,91.93,89.9,1
2,5,20,91.56,89.68,1
2,5,60,94.32,89.68,1
0,5,50,92.89,90.2,1
3,5,20,90.29,89.9,1
2,5,20,91.56,89.68,1
3,5,20,91.49,89.9,1
7,5,30,94.93,89.72,1
8,5,60,91.32,90.26,1
1,5,20,89.96,88.65,1
2,5,30,90.07,89.68,1
8,5,40,90.42,90.26,0.5
7,5,10,92.18,89.72,0.5
2,5,10,91.75,89.68,1
6,5,20,93.74,90.42,1
7,5,60,95.3,89.72,1
9,5,40,91.75,89.91,1
6,5,20,93.63,90.42,1
3,5,20,90.9666666666667,89.9,0.5
3,5,20,90.8,89.9,0.5
5,5,10,91.14,91.08,1
7,5,40,95.38,89.72,1
2,5,30,95.26,89.68,1
1,5,30,90.14,88.65,1
3,5,10,89.9,89.9,1
3,5,40,93.54,89.9,1
3,5,60,94.13,89.9,1
7,5,30,89.72,89.72,1
3,5,20,91.81,89.9,0.5
2,5,10,92.2966666666667,89.68,0.5
2,5,20,91.82,89.68,1
5,5,80,92.84,91.08,1
2,5,30,90.39,89.68,1
0,5,20,91.83,90.2,1
0,5,40,93.52,90.2,1
2,5,80,92.81,89.68,1
7,5,30,92.4966666666667,89.72,0.5
6,5,40,94.8,90.42,1
2,5,20,94.41,89.68,1
3,5,40,93.51,89.9,1
3,5,20,92.03,89.9,1
9,5,50,92.15,89.91,1
6,5,50,94.81,90.42,1
4,5,30,91.76,90.18,0.5
3,5,20,90.51,89.9,1
4,5,40,92.8,90.18,1
4,5,10,91.2333333333333,90.18,0.5
4,5,10,90.42,90.18,0.5
2,5,40,95.25,89.68,1
5,5,50,92.94,91.08,1
2,5,20,91.75,89.68,1
1,5,60,94.47,88.65,1
3,5,60,93.81,89.9,1
2,5,20,93.71,89.68,1
4,5,10,92.64,90.18,1
2,5,20,93.3933333333333,89.68,0.5
4,5,30,91.76,90.18,0.5
2,5,30,94.7,89.68,1
7,5,20,94.15,89.72,1
2,5,40,94.6,89.68,1
2,5,20,93.81,89.68,1
3,5,20,91.2733333333333,89.9,0.5
2,5,20,94.32,89.68,1
2,5,100,92.08,89.68,1
4,5,30,91.97,90.18,0.5
1,5,10,89.29,88.65,1
3,5,10,89.99,89.9,1
8,5,10,90.38,90.26,1
4,5,30,92.07,90.18,1
7,5,30,94.44,89.72,1
0,5,30,92.77,90.2,1
4,5,60,91.61,90.18,1
4,5,30,90.18,90.18,1
2,5,80,93.6,89.68,1
4,5,30,90.4566666666667,90.18,0.5
8,5,100,90.69,90.26,1
0,5,50,93.12,90.2,1
2,5,50,94.46,89.68,1
8,5,30,91.03,90.26,1
6,5,40,95.18,90.42,1
5,5,20,91.64,91.08,1
7,5,80,94.1,89.72,1
2,5,10,91.8833333333333,89.68,0.5
1,5,100,92.78,88.65,1
1,5,60,93.9,88.65,1
8,5,80,90.68,90.26,1
3,5,40,93.44,89.9,1
3,5,20,89.9233333333333,89.9,0.5
6,5,100,93.04,90.42,1
2,5,20,93.87,89.68,1
6,5,60,94.46,90.42,1
7,5,30,92.23,89.72,0.5
4,5,80,90.83,90.18,1
5,5,20,91.78,91.08,1
9,5,30,91.84,89.91,1
7,5,50,95.02,89.72,1
3,5,20,93.1,89.9,1
2,5,40,94.82,89.68,1
3,5,10,90.14,89.9,1
6,5,60,94.41,90.42,1
3,5,10,91.64,89.9,1
0,5,20,92.58,90.2,1
0,5,100,91.54,90.2,1
4,5,20,92.0066666666667,90.18,0.5
6,5,100,93.15,90.42,1
7,5,60,94.87,89.72,1
2,5,20,93.5433333333333,89.68,0.5
6,5,20,93.61,90.42,1
9,5,20,91.16,89.91,1
7,5,60,94.58,89.72,1
7,5,10,91.4566666666667,89.72,0.5
6,5,10,91.8633333333333,90.42,0.5
0,5,60,92.56,90.2,1
7,5,100,93.11,89.72,1
7,5,20,94.14,89.72,1
3,5,30,91.2366666666667,89.9,0.5
2,5,10,90.79,89.68,1
1,5,40,92.14,88.65,1
2,5,100,91.63,89.68,1
7,5,20,94.61,89.72,1
2,5,20,91.04,89.68,1
2,5,20,92.24,89.68,0.5
5,5,40,92.17,91.08,1
9,5,60,92.1,89.91,1
9,5,30,91.24,89.91,1
3,5,50,93.29,89.9,1
7,5,30,94.96,89.72,1
8,5,50,91.02,90.26,1
4,5,10,91.1,90.18,0.5
6,5,10,92.79,90.42,1
5,5,20,92.07,91.08,1
3,5,20,90.0333333333333,89.9,0.5
5,5,20,91.54,91.08,1
3,5,20,91.0733333333333,89.9,0.5
3,5,10,90.64,89.9,1
3,5,40,93.46,89.9,1
6,5,60,94.13,90.42,1
3,5,20,90.1,89.9,1
1,5,60,94.45,88.65,1
3,5,20,92.2333333333333,89.9,0.5
5,5,20,91.61,91.08,1
5,5,60,92.27,91.08,1
0,5,50,93.04,90.2,1
2,5,30,89.8733333333333,89.68,0.5
3,5,20,93.02,89.9,1
7,5,10,89.87,89.72,0.5
5,5,80,92.29,91.08,1
7,5,60,95.07,89.72,1
0,5,20,91.7,90.2,1
0,5,50,93.58,90.2,1
4,5,10,90.2533333333333,90.18,0.5
7,5,50,94.73,89.72,1
4,5,20,91.5233333333333,90.18,0.5
1,5,20,89.39,88.65,1
0,5,20,91.52,90.2,1
5,5,60,92.15,91.08,1
7,5,30,94.62,89.72,1
2,5,20,91.58,89.68,1
2,5,10,93.29,89.68,1
4,5,60,91.18,90.18,1
0,5,40,93.41,90.2,1
0,5,40,93.23,90.2,1
2,5,20,94.03,89.68,1
5,5,40,92.38,91.08,1
7,5,40,94.96,89.72,1
5,5,60,92.94,91.08,1
5,5,40,92.94,91.08,1
1,5,50,93.07,88.65,1
5,5,50,92.75,91.08,1
2,5,40,95.08,89.68,1
7,5,10,90.2666666666667,89.72,0.5
3,5,40,93.48,89.9,1
4,5,30,91.4933333333333,90.18,0.5
1,5,80,93.69,88.65,1
6,5,20,93.95,90.42,1
7,5,20,91.4866666666667,89.72,0.5
3,5,10,89.96,89.9,1
4,5,50,92.86,90.18,1
3,5,80,93.49,89.9,1
3,5,20,93.26,89.9,1
0,5,10,90.96,90.2,1
3,5,30,90.47,89.9,1
3,5,20,92.53,89.9,1
4,5,40,92.74,90.18,1
9,5,60,92.44,89.91,1
9,5,100,91.63,89.91,1
0,5,50,93.07,90.2,1
4,5,10,90.38,90.18,1
9,5,80,92.06,89.91,1
1,5,20,89.85,88.65,1
3,5,50,93.54,89.9,1
0,5,80,91.92,90.2,1
3,5,10,91.62,89.9,1
3,5,50,93.72,89.9,1
1,5,20,90.37,88.65,1
4,5,30,90.34,90.18,1
6,5,50,95.21,90.42,1
4,5,20,92.49,90.18,1
3,5,20,90.02,89.9,1
7,5,30,94.61,89.72,1
7,5,20,94.96,89.72,1
2,5,30,90.8833333333333,89.68,0.5
4,5,100,90.99,90.18,1
5,5,40,92.75,91.08,1
4,5,40,92.12,90.18,1
6,5,40,94.48,90.42,1
3,5,40,93.72,89.9,1
2,5,60,94.83,89.68,1
1,5,10,89.26,88.65,1
3,5,30,93.01,89.9,1
3,5,40,93.6,89.9,1
4,5,40,93.22,90.18,1
5,5,40,92.2966666666667,91.08,0.5
4,5,40,92.66,90.18,1
4,5,100,91.06,90.18,1
5,5,100,91.68,91.08,1
3,5,30,92.75,89.9,1
3,5,30,93.14,89.9,1
9,5,30,91.61,89.91,1
2,5,20,93.2066666666667,89.68,0.5
2,5,20,91.15,89.68,1
2,5,40,94.92,89.68,1
4,5,10,91.91,90.18,1
3,5,30,89.92,89.9,0.5
2,5,20,90.5366666666667,89.68,0.5
3,5,30,90.0333333333333,89.9,0.5
6,5,50,94.77,90.42,1
8,5,100,90.27,90.26,1
4,5,30,93.24,90.18,1
2,5,40,95.54,89.68,1
3,5,100,91.96,89.9,1
7,5,30,93.12,89.72,1
9,5,100,91.32,89.91,1
3,5,30,90.31,89.9,1
7,5,10,94.01,89.72,1
3,5,20,92.72,89.9,1
5,5,60,92.76,91.08,1
5,5,40,92.21,91.08,1
9,5,40,91.75,89.91,1
3,5,10,89.9,89.9,1
3,5,20,92.0833333333333,89.9,0.5
1,5,60,94.33,88.65,1
7,5,20,90.79,89.72,0.5
9,5,40,92.57,89.91,1
7,5,10,91.2366666666667,89.72,0.5
3,5,20,91.9366666666667,89.9,0.5
3,5,20,92.5,89.9,1
5,5,60,92.52,91.08,1
2,5,80,93.08,89.68,1
3,5,100,93.25,89.9,1
2,5,20,92.8266666666667,89.68,0.5
3,5,100,92.85,89.9,1
7,5,60,94.88,89.72,1
0,5,30,92.91,90.2,1
3,5,30,93.3,89.9,1
