"digit","M_connections","Time","Accuracy.FF","Accuracy.baseline","release.probability"
2,5,10,90.9766666666667,89.68,0.5
4,5,20,92.42,90.18,1
5,5,100,91.6,91.08,1
9,5,80,92.01,89.91,1
9,5,40,92.18,89.91,1
2,5,60,93.79,89.68,1
0,5,40,92.61,90.2,1
8,5,40,91.48,90.26,1
4,5,60,92.37,90.18,1
4,5,60,91.63,90.18,1
9,5,50,92.25,89.91,1
6,5,30,94.3833333333333,90.42,0.75
3,5,10,91.84,89.9,1
2,5,20,93.3233333333333,89.68,0.5
3,5,30,93,89.9,1
3,5,10,90.1333333333333,89.9,0.5
6,5,100,92.37,90.42,1
1,5,20,89.63,88.65,1
5,5,100,91.89,91.08,1
3,5,50,93.39,89.9,1
3,5,20,90.22,89.9,1
9,5,40,89.92,89.91,1
2,5,20,93.15,89.68,0.5
2,5,30,95.11,89.68,1
4,5,20,92.78,90.18,1
5,5,10,91.12,91.08,1
3,5,10,89.97,89.9,0.5
7,5,20,92.4233333333333,89.72,0.5
6,5,20,93.63,90.42,1
7,5,10,92.7533333333333,89.72,0.5
5,5,60,92.12,91.08,1
8,5,30,90.64,90.26,1
2,5,40,95.07,89.68,1
0,5,40,93.31,90.2,1
7,5,30,93.94,89.72,0.5
6,5,20,93.5,90.42,1
6,5,80,93.09,90.42,1
5,5,80,92.4,91.08,1
7,5,60,94.71,89.72,1
2,5,10,91.27,89.68,1
3,5,30,91.6,89.9,0.5
3,5,40,93.57,89.9,1
3,5,40,93.49,89.9,1
2,5,60,93.68,89.68,1
1,5,40,92.28,88.65,1
8,5,50,91.11,90.26,1
7,5,20,95.01,89.72,1
4,5,100,90.56,90.18,1
6,5,40,94.45,90.42,1
3,5,30,90.3033333333333,89.9,0.5
7,5,60,94.97,89.72,1
3,5,20,92.0133333333333,89.9,0.5
4,5,10,90.2566666666667,90.18,0.5
4,5,30,93.07,90.18,1
3,5,20,92.91,89.9,1
6,5,30,94.75,90.42,1
4,5,20,90.3033333333333,90.18,0.5
6,5,40,94.66,90.42,1
5,5,60,92.34,91.08,1
3,5,30,93.67,89.9,1
3,5,40,94.09,89.9,1
2,5,10,93.68,89.68,1
3,5,20,91.62,89.9,0.5
2,5,10,90.17,89.68,0.5
7,5,50,94.89,89.72,1
3,5,10,91.58,89.9,1
0,5,30,92.58,90.2,1
3,5,40,93.17,89.9,1
6,5,20,94.32,90.42,1
8,5,60,91.33,90.26,1
2,5,10,91.33,89.68,0.5
5,5,10,91.47,91.08,1
3,5,10,89.96,89.9,0.5
3,5,50,93.65,89.9,1
5,5,40,92.32,91.08,1
6,5,50,94.57,90.42,1
1,5,20,89.37,88.65,1
3,5,30,91.3333333333333,89.9,0.5
3,5,20,89.99,89.9,1
4,5,80,90.79,90.18,1
4,5,30,90.36,90.18,1
3,5,40,93.83,89.9,1
6,5,10,92.88,90.42,1
7,5,10,91.71,89.72,1
7,5,20,94.45,89.72,1
2,5,20,92.24,89.68,0.5
2,5,20,91.55,89.68,1
1,5,40,93.11,88.65,1
3,5,20,91.34,89.9,1
2,5,10,92.97,89.68,0.5
3,5,20,92.46,89.9,1
7,5,10,91.37,89.72,1
3,5,50,93.8,89.9,1
2,5,10,90.06,89.68,0.5
3,5,20,92.71,89.9,1
4,5,30,90.2266666666667,90.18,0.5
3,5,10,89.9466666666667,89.9,0.5
7,5,10,92.12,89.72,0.5
1,5,40,92.18,88.65,1
7,5,30,92.54,89.72,1
2,5,60,93.62,89.68,1
4,5,10,91.37,90.18,1
0,5,20,92.04,90.2,1
3,5,50,93.25,89.9,1
7,5,20,92.4533333333333,89.72,0.5
9,5,10,90.23,89.91,1
7,5,30,94.65,89.72,1
2,5,30,89.96,89.68,1
2,5,30,95.35,89.68,1
1,5,10,88.67,88.65,1
3,5,50,93.5,89.9,1
7,5,30,95.05,89.72,1
4,5,10,92.78,90.18,1
4,5,30,91.8166666666667,90.18,0.5
8,5,10,90.32,90.26,1
0,5,100,91.18,90.2,1
2,5,20,93.8,89.68,0.5
4,5,30,92.56,90.18,1
2,5,30,94.49,89.68,1
3,5,20,91.6333333333333,89.9,0.5
3,5,30,92.24,89.9,0.5
5,5,60,92.58,91.08,1
4,5,10,92.7,90.18,1
7,5,20,90.34,89.72,1
1,5,40,92.58,88.65,1
7,5,30,89.72,89.72,1
1,5,30,90.26,88.65,1
2,5,30,89.85,89.68,1
0,5,100,91.49,90.2,1
7,5,20,90.0766666666667,89.72,0.5
2,5,20,93.94,89.68,1
2,5,30,94.34,89.68,1
8,5,30,91.1,90.26,1
1,5,30,90.32,88.65,1
5,5,20,91.72,91.08,1
1,5,40,92.56,88.65,1
1,5,50,93.8,88.65,1
4,5,20,90.6866666666667,90.18,0.5
3,5,20,92.16,89.9,1
3,5,30,93.25,89.9,1
8,5,80,90.94,90.26,1
2,5,30,94.76,89.68,1
3,5,40,93.5,89.9,1
6,5,50,94.4,90.42,1
3,5,80,93.21,89.9,1
7,5,30,90.78,89.72,1
2,5,80,93.34,89.68,1
1,5,20,89.35,88.65,1
4,5,10,92.33,90.18,1
7,5,30,93.7166666666667,89.72,0.5
7,5,40,95.11,89.72,1
2,5,40,94.91,89.68,1
2,5,100,91.56,89.68,1
6,5,60,94.56,90.42,1
3,5,20,92.63,89.9,1
1,5,60,93.89,88.65,1
3,5,30,89.97,89.9,1
7,5,50,91.9666666666667,89.72,0.5
8,5,80,90.83,90.26,1
3,5,100,92.06,89.9,0.5
3,5,20,89.9266666666667,89.9,0.5
3,5,20,90.42,89.9,1
2,5,10,90.08,89.68,1
6,5,10,92.86,90.42,1
2,5,30,94.73,89.68,1
2,5,10,90.87,89.68,1
2,5,30,95.29,89.68,1
8,5,30,91.14,90.26,1
5,5,20,91.6166666666667,91.08,0.75
2,5,60,93.75,89.68,1
7,5,100,93.27,89.72,1
1,5,40,93.34,88.65,1
3,5,30,90.05,89.9,1
7,5,80,94.2,89.72,1
7,5,10,92.59,89.72,0.5
0,5,100,91.17,90.2,1
4,5,20,91.8166666666667,90.18,0.5
4,5,10,90.4966666666667,90.18,0.5
3,5,100,92.75,89.9,1
4,5,20,91.82,90.18,0.5
7,5,10,90.99,89.72,1
7,5,50,95.35,89.72,1
8,5,80,90.89,90.26,1
1,5,50,94.33,88.65,1
4,5,10,90.18,90.18,0.5
3,5,30,92.67,89.9,0.5
2,5,30,94.74,89.68,1
8,5,40,91.48,90.26,1
3,5,100,92.63,89.9,1
4,5,30,90.61,90.18,1
3,5,20,90.09,89.9,1
0,5,80,92.26,90.2,1
9,5,10,90.46,89.91,1
7,5,40,95.02,89.72,1
3,5,50,93.81,89.9,1
3,5,30,93.69,89.9,1
7,5,10,92.5533333333333,89.72,0.5
7,5,40,95.52,89.72,1
8,5,20,90.86,90.26,1
8,5,10,90.4,90.26,1
2,5,100,91.84,89.68,1
0,5,60,92.62,90.2,1
3,5,20,90.2933333333333,89.9,0.5
0,5,20,91.82,90.2,1
3,5,20,92.83,89.9,1
7,5,100,93.05,89.72,1
2,5,30,94.03,89.68,0.5
9,5,80,91.8,89.91,1
4,5,100,90.73,90.18,1
4,5,20,93.38,90.18,1
4,5,40,92.68,90.18,1
2,5,10,92.3366666666667,89.68,0.5
6,5,10,92.33,90.42,1
7,5,30,90.1733333333333,89.72,0.5
7,5,10,92.6066666666667,89.72,0.5
9,5,30,91.66,89.91,1
6,5,80,93.98,90.42,1
3,5,50,93.77,89.9,1
7,5,100,93.27,89.72,1
3,5,40,93.72,89.9,1
4,5,30,90.6733333333333,90.18,0.5
2,5,30,93.26,89.68,1
8,5,60,91.01,90.26,1
8,5,40,91.08,90.26,1
4,5,10,91.87,90.18,1
0,5,50,93,90.2,1
8,5,30,90.98,90.26,1
2,5,10,89.88,89.68,0.5
3,5,10,89.9033333333333,89.9,0.5
5,5,20,91.54,91.08,1
0,5,100,91.45,90.2,1
3,5,20,89.96,89.9,1
7,5,100,93.55,89.72,1
3,5,20,89.99,89.9,1
5,5,20,91.5466666666667,91.08,0.5
3,5,20,91.92,89.9,0.5
7,5,20,92.27,89.72,1
5,5,100,91.63,91.08,1
4,5,30,91.4733333333333,90.18,0.5
2,5,30,93.8233333333333,89.68,0.5
3,5,40,93.01,89.9,1
6,5,30,94.66,90.42,1
7,5,10,93.16,89.72,1
3,5,100,92.61,89.9,1
7,5,20,94.25,89.72,1
3,5,20,92.51,89.9,1
3,5,60,93.8,89.9,1
0,5,100,91.41,90.2,1
2,5,20,94.98,89.68,1
6,5,10,92.33,90.42,1
7,5,30,89.85,89.72,1
4,5,20,90.38,90.18,1
3,5,50,93.53,89.9,1
4,5,10,90.85,90.18,1
7,5,50,95.0033333333333,89.72,0.75
1,5,100,91.93,88.65,1
6,5,80,93.74,90.42,1
5,5,100,91.7133333333333,91.08,0.5
4,5,30,92.72,90.18,1
1,5,20,89.61,88.65,1
9,5,80,91.82,89.91,1
2,5,20,94.92,89.68,1
2,5,60,94.29,89.68,1
4,5,10,90.5633333333333,90.18,0.5
4,5,100,90.84,90.18,1
2,5,30,93.9166666666667,89.68,0.5
5,5,30,92.26,91.08,1
9,5,20,91.19,89.91,1
4,5,40,92.48,90.18,1
8,5,10,90.28,90.26,1
2,5,20,91.64,89.68,0.5
6,5,30,94.31,90.42,1
9,5,80,92.07,89.91,1
3,5,20,91.76,89.9,0.5
7,5,20,94,89.72,1
2,5,50,94.33,89.68,1
5,5,20,91.8,91.08,1
9,5,30,90.87,89.91,1
9,5,20,90.12,89.91,0.5
5,5,80,92.37,91.08,1
3,5,30,92.8833333333333,89.9,0.5
1,5,40,92.58,88.65,1
6,5,20,94.04,90.42,1
7,5,30,91.7066666666667,89.72,0.5
4,5,40,92.53,90.18,1
3,5,20,90.1333333333333,89.9,0.5
3,5,30,90.26,89.9,0.5
0,5,80,91.86,90.2,1
3,5,30,90.92,89.9,1
1,5,60,94.11,88.65,1
6,5,40,94.87,90.42,1
2,5,30,91.3033333333333,89.68,0.5
4,5,20,90.9833333333333,90.18,0.5
5,5,80,92.18,91.08,1
5,5,10,91.27,91.08,1
2,5,20,93.82,89.68,1
6,5,10,92.27,90.42,1
1,5,40,93.37,88.65,1
7,5,10,90.66,89.72,0.5
3,5,20,92.6,89.9,1
8,5,40,91.1,90.26,1
8,5,40,90.79,90.26,1
4,5,20,92.92,90.18,1
4,5,20,91.3733333333333,90.18,0.5
4,5,20,90.84,90.18,1
2,5,20,90.1866666666667,89.68,0.5
3,5,10,92.07,89.9,1
4,5,20,91.4,90.18,0.5
4,5,30,90.35,90.18,1
5,5,20,91.36,91.08,1
3,5,30,92.46,89.9,1
7,5,20,90.3633333333333,89.72,0.5
2,5,20,90.1466666666667,89.68,0.5
3,5,80,92.95,89.9,1
0,5,50,92.4,90.2,1
3,5,20,91.3166666666667,89.9,0.5
7,5,20,93.8,89.72,1
9,5,20,90.63,89.91,1
4,5,40,92.77,90.18,1
0,5,60,92.43,90.2,1
9,5,100,91.44,89.91,1
1,5,50,95.42,88.65,1
7,5,50,95.49,89.72,1
4,5,30,91.96,90.18,0.5
6,5,40,94.65,90.42,1
4,5,100,90.3,90.18,1
3,5,40,93.84,89.9,1
6,5,50,95.06,90.42,1
3,5,50,93.72,89.9,1
8,5,60,90.94,90.26,1
1,5,80,94.21,88.65,1
0,5,20,92.2,90.2,1
9,5,100,91.79,89.91,1
6,5,80,93.42,90.42,1
3,5,20,91.96,89.9,1
3,5,40,93.45,89.9,1
9,5,80,92.48,89.91,1
3,5,30,92.4533333333333,89.9,0.5
2,5,60,93.91,89.68,1
8,5,80,90.8,90.26,1
7,5,20,89.9766666666667,89.72,0.5
6,5,80,93.35,90.42,1
3,5,20,90.0966666666667,89.9,0.5
1,5,20,89.73,88.65,1
4,5,40,91.99,90.18,1
2,5,10,90.0566666666667,89.68,0.5
2,5,10,93.27,89.68,1
8,5,50,90.84,90.26,1
4,5,10,91.5733333333333,90.18,0.5
5,5,10,91.09,91.08,1
3,5,20,89.95,89.9,0.5
2,5,10,91.57,89.68,1
5,5,40,92.13,91.08,1
6,5,40,95.19,90.42,1
3,5,100,92.98,89.9,1
2,5,50,94.85,89.68,1
9,5,20,90.98,89.91,1
2,5,20,94.05,89.68,1
4,5,20,91.91,90.18,0.5
2,5,20,94.51,89.68,1
8,5,40,90.26,90.26,0.75
5,5,10,91.39,91.08,1
2,5,20,94.81,89.68,1
7,5,20,91.97,89.72,0.5
5,5,60,92.7,91.08,1
4,5,20,91.0933333333333,90.18,0.5
8,5,100,90.62,90.26,1
5,5,10,91.15,91.08,1
9,5,20,90.98,89.91,1
9,5,50,92.58,89.91,1
4,5,60,91.63,90.18,1
5,5,100,92.02,91.08,1
0,5,30,93.13,90.2,1
3,5,30,90.0533333333333,89.9,0.5
7,5,30,94.34,89.72,1
3,5,50,93.62,89.9,1
7,5,30,93.8466666666667,89.72,0.5
3,5,60,93.59,89.9,1
3,5,80,93.51,89.9,1
2,5,10,93.66,89.68,1
2,5,60,94.29,89.68,1
2,5,10,92.95,89.68,0.5
1,5,30,90.2,88.65,1
8,5,40,91.32,90.26,1
1,5,40,93.48,88.65,1
3,5,20,89.9,89.9,0.5
7,5,20,91.25,89.72,1
3,5,20,90.55,89.9,0.5
2,5,20,92.66,89.68,0.5
8,5,80,90.52,90.26,1
9,5,40,91.83,89.91,1
9,5,20,90.94,89.91,1
6,5,40,94.82,90.42,1
4,5,10,92.96,90.18,1
4,5,10,92.6,90.18,1
0,5,50,93.56,90.2,1
7,5,30,91.35,89.72,0.5
3,5,20,90.27,89.9,0.5
9,5,40,91.94,89.91,1
6,5,30,94.15,90.42,1
6,5,50,94.71,90.42,1
9,5,30,91.02,89.91,1
1,5,80,93.98,88.65,1
3,5,50,93.69,89.9,1
2,5,10,93.66,89.68,1
6,5,40,94.99,90.42,1
0,5,20,91.79,90.2,1
2,5,20,90.9033333333333,89.68,0.5
3,5,10,91.93,89.9,1
1,5,10,89.31,88.65,1
4,5,30,90.19,90.18,0.5
4,5,80,91.53,90.18,1
7,5,30,90.18,89.72,1
8,5,40,90.99,90.26,1
2,5,20,90.3566666666667,89.68,0.5
1,5,40,92.62,88.65,1
0,5,60,92.31,90.2,1
7,5,10,91.7666666666667,89.72,0.5
4,5,20,92.74,90.18,1
1,5,10,88.69,88.65,1
2,5,20,91.16,89.68,1
0,5,100,91.35,90.2,1
3,5,40,93.58,89.9,1
7,5,20,93.3333333333333,89.72,0.5
2,5,20,93.39,89.68,0.5
6,5,60,95.11,90.42,1
3,5,20,92.72,89.9,1
5,5,40,92.33,91.08,1
2,5,10,91.17,89.68,1
2,5,20,91.9766666666667,89.68,0.5
7,5,30,93.0966666666667,89.72,0.5
3,5,20,89.92,89.9,1
3,5,20,90.81,89.9,1
0,5,30,92.91,90.2,1
4,5,20,90.24,90.18,0.5
0,5,40,92.97,90.2,1
0,5,80,92.06,90.2,1
9,5,80,91.9,89.91,1
7,5,20,91.5,89.72,0.5
6,5,40,94.97,90.42,1
6,5,20,93.81,90.42,1
7,5,30,93.8,89.72,1
2,5,20,91.27,89.68,0.5
5,5,40,92.66,91.08,1
3,5,30,89.98,89.9,1
3,5,40,93.72,89.9,1
5,5,30,92.35,91.08,1
7,5,40,95.18,89.72,1
7,5,30,94.53,89.72,1
9,5,30,91.27,89.91,1
7,5,30,95.2,89.72,1
7,5,20,94.57,89.72,1
3,5,30,92.98,89.9,1
2,5,10,92.6466666666667,89.68,0.5
8,5,50,91.48,90.26,1
7,5,30,93.9733333333333,89.72,0.5
0,5,40,93.75,90.2,1
4,5,100,91.22,90.18,1
9,5,30,91.93,89.91,1
3,5,20,90.31,89.9,1
4,5,20,90.18,90.18,1
6,5,10,92.48,90.42,1
7,5,20,94.2,89.72,1
5,5,40,91.93,91.08,1
7,5,10,94.03,89.72,1
3,5,30,92.9,89.9,1
3,5,10,91.4,89.9,0.5
3,5,20,93.21,89.9,1
9,5,40,91.82,89.91,1
8,5,50,90.56,90.26,1
2,5,30,91.44,89.68,0.5
2,5,10,92.1,89.68,1
7,5,20,94.76,89.72,1
8,5,30,90.95,90.26,1
0,5,20,92.65,90.2,1
3,5,50,93.44,89.9,1
4,5,60,91.79,90.18,1
6,5,100,92.59,90.42,1
3,5,20,92.1366666666667,89.9,0.5
7,5,20,94.74,89.72,1
6,5,50,94.5,90.42,1
7,5,10,91.76,89.72,1
7,5,10,90.84,89.72,1
7,5,30,95,89.72,1
0,5,40,93.09,90.2,1
3,5,20,89.99,89.9,1
9,5,10,90.34,89.91,1
3,5,40,93.37,89.9,1
2,5,20,90.3433333333333,89.68,0.5
3,5,30,90.3466666666667,89.9,0.5
2,5,20,94.47,89.68,1
2,5,40,95.14,89.68,1
6,5,50,95.37,90.42,1
4,5,80,91.68,90.18,1
2,5,20,92.79,89.68,0.5
6,5,30,94.16,90.42,1
8,5,40,91.14,90.26,1
2,5,80,93.04,89.68,1
7,5,20,94.21,89.72,1
0,5,10,91.9,90.2,1
4,5,20,92.69,90.18,1
4,5,20,90.18,90.18,1
4,5,30,90.2266666666667,90.18,0.5
5,5,50,92.19,91.08,1
9,5,80,91.97,89.91,1
1,5,40,92.98,88.65,1
3,5,20,90.6366666666667,89.9,0.5
7,5,10,93.81,89.72,1
4,5,30,90.29,90.18,1
1,5,50,93.84,88.65,1
5,5,40,92.83,91.08,1
1,5,20,89.77,88.65,1
6,5,60,94.29,90.42,1
7,5,30,89.72,89.72,1
5,5,20,91.39,91.08,1
1,5,40,92.54,88.65,1
1,5,30,89.55,88.65,1
3,5,30,93.08,89.9,1
3,5,20,92.5,89.9,1
4,5,10,91.33,90.18,0.5
9,5,10,90.46,89.91,1
5,5,60,92.63,91.08,1
8,5,10,90.31,90.26,1
7,5,30,89.8,89.72,1
2,5,30,94.65,89.68,1
4,5,50,92.08,90.18,1
7,5,20,91.5066666666667,89.72,0.5
6,5,30,94.76,90.42,1
9,5,40,92.07,89.91,1
3,5,10,90.44,89.9,1
4,5,50,91.76,90.18,1
9,5,40,91.3933333333333,89.91,0.5
5,5,60,92.66,91.08,1
2,5,10,92.25,89.68,1
3,5,30,91.8,89.9,1
5,5,40,92.43,91.08,1
4,5,40,92.21,90.18,1
7,5,60,95.15,89.72,1
0,5,20,92.04,90.2,1
4,5,20,91.82,90.18,0.5
4,5,30,90.56,90.18,1
2,5,20,91.95,89.68,1
4,5,30,91.6666666666667,90.18,0.5
7,5,30,93.2266666666667,89.72,0.5
6,5,30,95.04,90.42,1
2,5,20,93.6433333333333,89.68,0.5
7,5,40,95.31,89.72,1
6,5,100,92.01,90.42,1
3,5,60,93.73,89.9,1
3,5,20,91.07,89.9,1
8,5,80,90.62,90.26,1
2,5,20,91.8666666666667,89.68,0.5
3,5,50,94.23,89.9,1
3,5,40,93.76,89.9,1
3,5,50,93.53,89.9,1
2,5,20,93.6766666666667,89.68,0.5
4,5,100,91.27,90.18,1
1,5,60,94,88.65,1
3,5,10,89.9,89.9,1
7,5,30,94.7,89.72,1
2,5,30,92.57,89.68,1
4,5,80,90.99,90.18,1
2,5,50,90.7066666666667,89.68,0.5
7,5,50,94.86,89.72,1
0,5,60,92.39,90.2,1
7,5,50,94.27,89.72,1
3,5,40,93.87,89.9,1
2,5,40,95.39,89.68,1
8,5,60,91.04,90.26,1
6,5,20,93.92,90.42,1
4,5,20,90.18,90.18,1
5,5,60,92.64,91.08,1
2,5,20,91.8,89.68,1
9,5,50,91.97,89.91,1
3,5,60,93.43,89.9,1
3,5,30,90.1833333333333,89.9,0.5
0,5,20,92.31,90.2,1
7,5,30,90.81,89.72,1
6,5,20,94.15,90.42,1
7,5,40,95.11,89.72,1
3,5,40,93.76,89.9,1
9,5,40,92.76,89.91,1
5,5,50,92.68,91.08,1
7,5,10,90.48,89.72,0.5
3,5,20,92.01,89.9,0.5
3,5,50,93.45,89.9,1
3,5,30,89.9,89.9,1
6,5,20,94.56,90.42,1
1,5,20,89.75,88.65,1
4,5,30,93.46,90.18,1
3,5,20,92.0433333333333,89.9,0.75
0,5,30,92.7,90.2,1
1,5,20,89.27,88.65,1
2,5,100,91.93,89.68,1
2,5,30,89.7333333333333,89.68,0.5
2,5,20,94.35,89.68,1
7,5,80,94.32,89.72,1
6,5,100,92.48,90.42,1
2,5,10,94.14,89.68,1
7,5,80,94.31,89.72,1
9,5,100,92.19,89.91,1
4,5,10,92.17,90.18,1
7,5,20,92.8966666666667,89.72,0.5
8,5,10,90.34,90.26,1
0,5,40,92.93,90.2,1
2,5,40,95.07,89.68,1
4,5,100,90.69,90.18,1
6,5,20,93.72,90.42,1
4,5,20,92.65,90.18,1
3,5,10,89.94,89.9,1
2,5,20,92.75,89.68,0.5
7,5,20,94.73,89.72,1
8,5,20,90.74,90.26,1
3,5,20,90.9633333333333,89.9,0.5
3,5,40,93.49,89.9,1
4,5,30,91.82,90.18,1
2,5,20,91.39,89.68,1
9,5,60,92.74,89.91,1
2,5,10,93.71,89.68,1
4,5,10,90.77,90.18,1
5,5,100,91.84,91.08,1
3,5,100,92.39,89.9,1
1,5,30,89.45,88.65,1
7,5,20,91.2533333333333,89.72,0.5
2,5,20,93.93,89.68,1
3,5,30,91.3766666666667,89.9,0.5
3,5,20,92.82,89.9,1
7,5,80,94.87,89.72,1
7,5,30,92.15,89.72,0.5
2,5,100,92.23,89.68,1
2,5,60,94.05,89.68,1
4,5,50,92.87,90.18,1
9,5,40,90.77,89.91,0.75
8,5,40,91.05,90.26,1
3,5,50,93.55,89.9,1
3,5,30,91.5266666666667,89.9,0.5
4,5,60,92.03,90.18,1
3,5,20,92.25,89.9,0.5
2,5,30,91.08,89.68,1
1,5,40,92.13,88.65,1
8,5,60,91.3,90.26,1
5,5,60,92.74,91.08,1
0,5,20,91.8233333333333,90.2,0.75
3,5,40,93.84,89.9,1
8,5,100,90.54,90.26,1
8,5,40,91.18,90.26,1
8,5,20,90.58,90.26,1
4,5,60,92.35,90.18,1
0,5,50,92.67,90.2,1
3,5,100,92.42,89.9,1
7,5,10,93.36,89.72,1
6,5,100,93.12,90.42,1
7,5,80,94.76,89.72,1
7,5,20,92.5066666666667,89.72,0.5
9,5,60,91.91,89.91,1
8,5,20,90.99,90.26,1
7,5,80,93.89,89.72,1
3,5,10,89.92,89.9,1
5,5,100,92.15,91.08,1
1,5,40,93.18,88.65,1
2,5,30,92.79,89.68,1
3,5,10,91.59,89.9,0.5
5,5,80,92.48,91.08,1
7,5,10,89.7266666666667,89.72,0.5
7,5,30,90.05,89.72,0.5
5,5,30,91.84,91.08,1
